1	DIS	ACM Conference on Designing Interactive Systems	ACM	http://dblp.uni-trier.de/db/conf/ACMdis
2	ICMI	ACM International Conference on Multimodal Interaction	ACM	http://dblp.uni-trier.de/db/conf/icmi/
3	ASSETS	ACM SIGACCESS Conference on Computers and Accessibility	ACM	http://dblp.uni-trier.de/db/conf/assets
4	GI	Graphics Interface conference	ACM	http://dblp.uni-trier.de/db/conf/graphicsinterface/
5	UIC	IEEE International Conference on Ubiquitous Intelligence and Computing	IEEE	http://dblp.uni-trier.de/db/conf/uic/
6		IEEE World Haptics Conference	IEEE	http://dblp.uni-trier.de/db/conf/haptics/
7	INTERACT	IFIP TC13 Conference on Human-Computer Interaction	IFIP	http://dblp.uni-trier.de/db/conf/interact/
8	IDC	Interaction Design and Children	ACM	http://dblp.uni-trier.de/db/conf/acmidc/
9	CollaborateCom	International Conference on Collaborative Computing: Networking, Applications and Worksharing	Springer	http://collaboratecom.org
10	CSCWD	International Conference on Computer Supported Cooperative Work in Design	Springer	http://dblp.uni-trier.de/db/conf/cscwd/
11	CoopIS	International Conference on Cooperative Information Systems	Springer	http://dblp.uni-trier.de/db/conf/coopis/
12	MobiQuitous	International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services	Springer	http://dblp.uni-trier.de/db/conf/mobiquitous/
13	AVI	International Working Conference on Advanced Visual Interfaces	ACM	http://dblp.uni-trier.de/db/conf/avi/
